,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
4184,531439,GOLDTECH,GOLDSTONE TECHNOLOGIES LTD.,Active,B ,10.0,INE805A01014,IT Consulting &amp; Software,Equity
4189,531448,SAFALSEC,Safal Securities Ltd,Active,XT,10.0,INE101L01031,Misc.Commercial Services,Equity
4192,531453,MOHITIND,MOHIT INDUSTRIES LTD.-$,Active,B ,10.0,INE954E01012,Textiles,Equity
4193,531454,POLYLINK,POLYLINK POLYMERS (INDIA) LTD.,Active,XT,5.0,INE323D01020,Fibres &amp; Plastics,Equity
4197,531460,CONTICON,CONTINENTAL CONTROLS LTD.,Active,XT,10.0,INE545B01022,Other Elect.Equip./ Prod.,Equity
4205,531472,CYBELEIND,CYBELE INDUSTRIES LTD.,Active,XT,10.0,INE183D01010,Other Elect.Equip./ Prod.,Equity
4212,531479,GLOBAL,GLOBAL LAND MASTERS CORPORATION LTD.,Active,XT,10.0,INE330B01011,Realty,Equity
4225,531495,BLUECOAST,BLUE COAST HOTELS LTD.,Active,B ,10.0,INE472B01011,Hotels,Equity
4226,531497,MADHUCON,MADHUCON PROJECTS LTD.-$,Active,B ,1.0,INE378D01032,Construction &amp; Engineering,Equity
4228,531500,RAJESHEXPO,RAJESH EXPORTS LTD.,Active,A ,1.0,INE343B01030,Other Apparels &amp; Accessories,Equity
4230,531503,MARIS,MARIS SPINNERS LTD.-$,Active,XT,10.0,INE866D01010,Textiles,Equity
4233,531508,EVEREADY,EVEREADY INDUSTRIES INDIA LTD.,Active,B ,5.0,INE128A01029,Non-Durable Household Prod.,Equity
4234,531509,STEP2COR,STEP TWO CORPORATION LTD.,Active,XT,10.0,INE623D01015,Other Financial Services,Equity
4237,531512,ORIENTTR,ORIENT TRADELINK LTD.,Active,XT,10.0,INE681D01013,Finance (including NBFCs),Equity
4241,531518,VIKASGRAN,VIKAS GRANARIES LTD.,Active,XT,10.0,INE767B01014,Other Agricultural Products,Equity
4242,531519,ANKUSHFI,ANKUSH FINSTOCK LTD.,Active,XT,10.0,INE784D01015,Other Financial Services,Equity
4244,531521,DESHRAK,DESH RAKSHAK AUSHDHALAYA LTD.,Active,P ,10.0,INE971E01016,Pharmaceuticals,Equity
4247,531524,ICSA,ICSA (INDIA) LTD.-$,Active,B ,2.0,INE306B01029,Other Elect.Equip./ Prod.,Equity
4252,531531,HATSUN,HATSUN AGRO PRODUCT LTD.,Active,B ,1.0,INE473B01035,Packaged Foods,Equity
4254,531533,ECOM,E.COM INFOTECH (I) LTD.,Active,XT,10.0,INE578B01015,IT Consulting &amp; Software,Equity
4259,531543,JINDWORLD,JINDAL WORLDWIDE LTD.,Active,B ,10.0,INE247D01013,Textiles,Equity
4263,531548,SOMANYCERA,SOMANY CERAMICS LTD.,Active,B ,2.0,INE355A01028,Furniture-Furnishing-Paints,Equity
4265,531550,JHACC,JHAVERI CREDITS &amp; CAPITAL LTD.,Active,XT,10.0,INE865D01012,Finance (including NBFCs),Equity
4267,531552,RAGHUTOB,RAGHUNATH TOBACCO CO.LTD.,Active,XT,10.0,INE754B01012,Realty,Equity
4268,531553,DRL,Disha Resources Ltd,Active,XT,10.0,INE193D01019,Misc.Commercial Services,Equity
4271,531556,CORALFINAC,CORAL INDIA FINANCE &amp; HOUSING LTD.,Active,B ,2.0,INE558D01021,Housing Finance ,Equity
4272,531557,AMITSEC,AMIT SECURITIES LTD.,Active,XT,10.0,INE137E01014,Finance (including NBFCs),Equity
4275,531560,AROMAENT,AROMA ENTERPRISES (INDIA) LTD.,Active,Z ,10.0,INE371M01012,Misc.Commercial Services,Equity
4277,531562,PUSHPIN,PUSHPSONS INDUSTRIES LTD.,Active,P ,10.0,NA          ,Textiles,Equity
4283,531569,SANJIVIN,SANJIVANI PARANTERAL LTD.,Active,XT,10.0,INE860D01013,Pharmaceuticals,Equity
4289,531581,ALKADIA,ALKA DIAMOND INDUSTRIES LTD.,Active,XT,10.0,INE963D01015,Other Apparels &amp; Accessories,Equity
4291,531585,DEVINE,DEVINE IMPEX LTD.,Active,XT,10.0,INE455C01014,Comm.Trading  &amp; Distribution,Equity
4295,531590,BILPOWER,BILPOWER LTD.,Active,T ,10.0,INE952D01018,Other Elect.Equip./ Prod.,Equity
4298,531594,INCON,INCON ENGINEERS LTD.,Active,XT,10.0,INE507D01010,Industrial Machinery,Equity
4299,531595,CGCL,Capri Global Capital Limited,Active,B ,2.0,INE180C01026,Finance (including NBFCs),Equity
4303,531599,FDC,FDC LTD.,Active,B ,1.0,INE258B01022,Pharmaceuticals,Equity
4304,531600,GOGIACAP,Gogia Capital Services Limited,Active,XT,10.0,INE832C01014,Other Financial Services,Equity
4312,531608,GORANIN,GORANI INDUSTRIES LTD.,Active,XT,10.0,INE792J01015,Houseware,Equity
4313,531609,KGPETRO,KG PETROCHEM LTD.,Active,XT,10.0,INE902G01016,Containers &amp; Packaging,Equity
4316,531612,KGNIND,KGN INDUSTRIES LTD.,Active,XT,1.0,INE196C01022,Exploration &amp; Production,Equity
4320,531616,STARCOM,Starcom Information Technology Ltd,Active,XT,10.0,INE347I01010,IT Consulting &amp; Software,Equity
4323,531621,CENTERAC,CENTERAC TECHNOLOGIES LTD.,Active,XT,1.0,INE157B01026,Internet Software &amp; Services,Equity
4325,531624,COUNCODOS,COUNTRY CONDO'S LTD.,Active,T ,1.0,INE695B01025,Realty,Equity
4327,531626,OROSMITHS,OROSIL SMITHS INDIA LTD.-$,Active,XT,1.0,INE628B01034,Other Apparels &amp; Accessories,Equity
4329,531628,STERSPN,STERLING SPINNERS LTD.,Active,P ,10.0,INE173E01019,Textiles,Equity
4333,531633,LINCOPH,LINCOLN PHARMACEUTICALS LTD.,Active,B ,10.0,INE405C01035,Pharmaceuticals,Equity
4335,531635,SILVOAK,SILVER OAK (INDIA) LTD.,Active,XT,10.0,INE870J01019,Breweries &amp; Distilleries,Equity
4337,531637,SWORDNSH,SWORD &amp; SHIELD PHARMA LTD.,Active,XT,10.0,INE722B01019,Pharmaceuticals,Equity
4339,531640,SICL,Suvidha Infraestate Corporation Limited,Active,P ,10.0,NA          ,Realty,Equity
4340,531642,MARICO,MARICO LTD.,Active,A ,1.0,INE196A01026,Personal Products,Equity
4344,531648,MAHAVIRIND,Mahavir Industries Limited,Active,XT,5.0,INE987M01023,Copper,Equity
4346,531650,VAXHS,VAX HOUSING FINANCE CORPORATION LTD.,Active,XT,10.0,INE761B01017,Misc.Commercial Services,Equity
4347,531651,NATGENI,NATIONAL GENERAL INDUSTRIES LTD.,Active,XT,10.0,INE654H01011,Iron &amp; Steel/Interm.Products,Equity
4348,531652,THIRDFIN,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,Active,XT,10.0,INE528C01018,Finance (including NBFCs),Equity
4352,531658,TRIJAL,TRIJAL INDUSTRIES LTD.,Active,XT,10.0,INE454E01013,Finance (including NBFCs),Equity
4355,531661,HITTCO,HITTCO TOOLS LTD.,Active,XT,10.0,INE863C01019,Industrial Machinery,Equity
4357,531663,YUVRAAJHPL,YUVRAAJ HYGIENE PRODUCTS LTD.,Active,XT,1.0,INE139D01020,Household Products,Equity
4361,531667,SHGOVTR,SHREE SURGOVIND TRADELINK LTD.,Active,XT,10.0,INE117K01013,Comm.Trading  &amp; Distribution,Equity
4365,531673,ANKIN,ANKA INDIA LTD.,Active,XT,10.0,INE067C01025,Footwear,Equity
4368,531676,VAGHANI,VAGHANI TECHNO-BUILD LTD.,Active,XT,10.0,INE554H01021,Packaged Foods,Equity
4369,531677,ARISINT,ARIS INTERNATIONAL LTD.,Active,P ,10.0,INE588E01026,IT Consulting &amp; Software,Equity
4372,531680,MAYUR,MAYUR LEATHER PRODUCTS LTD.,Active,XT,10.0,INE799E01011,Other Apparels &amp; Accessories,Equity
4373,531681,AMARDEE,AMRADEEP INDUSTRIES LTD.,Active,XT,1.0,INE673C01020,Plastic Products,Equity
4374,531682,CATECH,CAT TECHNOLOGIES LTD.,Active,XT,10.0,INE170B01037,IT Consulting &amp; Software,Equity
4377,531686,ADVIKLA,ADVIK LABORATORIES LTD.,Active,XT,10.0,INE537C01019,Pharmaceuticals,Equity
4378,531687,KGL,KARUTURI GLOBAL LTD.,Active,T ,1.0,INE299C01024,Other Agricultural Products,Equity
4388,531699,SUPRDOM,SUPER DOMESTIC MACHINES LTD.,Active,XT,10.0,INE215Q01012,Household Appliances,Equity
4398,531712,TRILOGIC,TRILOGIC DIGITAL MEDIA LTD.,Active,XT,10.0,INE532D01018,Movies &amp; Entertainment,Equity
4399,531713,BLUCHIP,BLUECHIP STOCKSPIN LTD.,Active,P ,10.0,INE337F01017,Misc.Commercial Services,Equity
4402,531716,TRICOMFRU,Tricom Fruit Products Limited,Active,XT,10.0,INE843F01014,Other Food Products,Equity
4403,531717,VIDHIING,Vidhi Specialty Food Ingredients Ltd-$,Active,B ,1.0,INE632C01026,Specialty Chemicals,Equity
4407,531723,STAMPEDE,Stampede Capital Limited,Active,T ,1.0,INE224E01028,Other Financial Services,Equity
4408,531724,HRBFLOR,HRB FLORICULTURE LTD.,Active,XT,10.0,INE284D01016,Misc.Commercial Services,Equity
4410,531727,MENNPIS,MENON PISTONS LTD.,Active,XT,1.0,INE650G01029,Auto Parts &amp; Equipment,Equity
4418,531735,PRISMFN,PRISM FINANCE LTD.,Active,P ,10.0,INE429Q01019,Finance (including NBFCs),Equity
4424,531743,HIRAUTO,HIRA AUTOMOBILES LTD.,Active,P ,10.0,NA          ,Comm.Trading  &amp; Distribution,Equity
4426,531746,PRAENG,PRAJAY ENGINEERS SYNDICATE LTD.,Active,B ,10.0,INE505C01016,Realty,Equity
4435,531758,GKCONS,G.K.CONSULTANTS LTD.,Active,XT,10.0,INE131D01019,Finance (including NBFCs),Equity
4438,531761,AMULEAS,AMULYA LEASING &amp; FINANCE LTD.,Active,XT,10.0,INE126J01016,Finance (including NBFCs),Equity
4439,531762,UNJHAFOR,UNJHA FORMULATIONS LTD.,Active,XT,10.0,INE576D01015,Pharmaceuticals,Equity
4444,531768,POLYMED,POLY MEDICURE LTD.,Active,B ,5.0,INE205C01021,Medical Equipment,Equity
4445,531769,PFLINFOTC,PFL INFOTECH LTD.,Active,XT,10.0,INE600F01018,IT Software Products,Equity
4447,531771,TOWASOK,TOWA SOKKI LTD.,Active,XT,10.0,INE311M01018,Other Elect.Equip./ Prod.,Equity
4451,531775,CISTRO,CISTRO TELELINK LTD.,Active,XT,1.0,INE365C01023,Comm.Trading  &amp; Distribution,Equity
4453,531778,KACHCHH,KACHCHH MINERALS LTD.,Active,XT,10.0,INE059E01010,Mining,Equity
4455,531781,SAPANCHEM,SAPAN CHEMICALS LTD.,Active,XT,10.0,INE823E01035,IT Consulting &amp; Software,Equity
4467,531795,ATULAUTO,ATUL AUTO LTD.-$,Active,B ,5.0,INE951D01028,2/3 Wheelers,Equity
4469,531797,SCANPRO,SCAN PROJECTS LTD.,Active,XT,10.0,INE393D01015,Cement &amp; Cement Products,Equity
4476,531810,METALCO,METAL COATINGS (INDIA) LTD.,Active,XT,10.0,INE161E01014,Iron &amp; Steel Products,Equity
4478,531813,GANGAPA,GANGA PAPERS INDIA LTD.,Active,XT,10.0,INE278O01015,Paper &amp; Paper Products,Equity
4479,531816,PANORAMUNI,PANORAMIC UNIVERSAL LTD.,Active,B ,5.0,INE194B01029,IT Software Products,Equity
4481,531819,NUWAY,NUWAY ORGANIC NATURALS INDIA LTD.,Active,XT,10.0,INE414L01012,Comm.Trading  &amp; Distribution,Equity
4484,531825,RCCEMEN,RCC CEMENTS LTD.,Active,XT,10.0,INE335N01015,IT Consulting &amp; Software,Equity
4489,531830,TODAYS,Todays Writing Instruments Ltd,Active,T ,10.0,INE944B01019,Non-Durable Household Prod.,Equity
4500,531846,TRINITYLEA,TRINITY LEAGUE INDIA LTD.,Active,P ,10.0,NA          ,Other Financial Services,Equity
4501,531847,ASTAR,ASIAN STAR CO.LTD.-$,Active,B ,10.0,INE194D01017,Other Apparels &amp; Accessories,Equity
4507,531854,FUNWTRD,FUNWORLD &amp; TOURISM DEVELOPMENT LTD.,Active,XT,10.0,INE288H01018,Other Leisure Facilities,Equity
4515,531869,SACHEMT,SACHETA METALS LTD.,Active,XT,10.0,INE433G01012,Aluminium,Equity
4516,531870,POPULARES,POPULAR ESTATE MANAGEMENT LTD.,Active,XT,10.0,INE370C01015,Construction &amp; Engineering,Equity
4523,531879,PIONDIST,PIONEER DISTILLERIES LTD.,Active,B ,10.0,INE889E01010,Breweries &amp; Distilleries,Equity
4525,531881,GMETCOAL,GUJARAT METALLIC COAL &amp; COKE LTD.-$,Active,XT,100.0,INE146F01020,Comm.Trading  &amp; Distribution,Equity
4526,531882,KWALITY,Kwality Limited,Active,B ,1.0,INE775B01025,Packaged Foods,Equity
4529,531885,SVAINDIA,SVA INDIA LTD.,Active,P ,10.0,INE763K01014,Comm.Trading  &amp; Distribution,Equity
4531,531887,RAHME,RAHUL MERCHANDISING LTD.,Active,XT,10.0,INE149D01011,Other Apparels &amp; Accessories,Equity
4534,531892,KHANDSE,KHANDWALA SECURITIES LTD.,Active,B ,10.0,INE060B01014,Other Financial Services,Equity
4535,531893,SAWABUSI,SAWACA BUSINESS MACHINES LTD.,Active,XT,10.0,INE248B01015,Misc.Commercial Services,Equity
4548,531909,SWAGRUHA,SWAGRUHA INFRASTRUCTURE LTD.,Active,XT,1.0,INE587J01027,Realty,Equity
4549,531910,TOHELPH,TOHEAL PHARMACHEM LTD.,Active,XT,10.0,INE312M01016,Pharmaceuticals,Equity
4550,531911,GALAGEX,GALAXY AGRICO EXPORTS LTD.,Active,XT,10.0,INE803L01016,Industrial Machinery,Equity
4552,531913,GOPAIST,GOPAL IRON &amp; STEELS CO.(GUJARAT) LTD.,Active,XT,10.0,INE641H01018,Iron &amp; Steel Products,Equity
4556,531917,TWINSTAR,Twinstar Industries Limited,Active,XT,10.0,INE070B01013,IT Software Products,Equity
4557,531918,HINDAPL,HINDUSTAN APPLIANCES LTD.,Active,P ,10.0,NA          ,Comm.Trading  &amp; Distribution,Equity
4558,531921,AGARIND,AGARWAL INDUSTRIAL CORPORATION LTD.,Active,T ,10.0,INE204E01012,Petrochemicals,Equity
4560,531925,SHAQUAK,SHANTANU SHEOREY AQUAKULT LTD.,Active,XT,10.0,INE545N01019,Packaged Foods,Equity
4562,531928,GOLCA,GOLDEN CARPETS LTD.,Active,XT,10.0,INE595D01015,Furniture-Furnishing-Paints,Equity
4563,531931,SAICAPI,SAI CAPITAL LTD.,Active,P ,10.0,NA          ,Misc.Commercial Services,Equity
4565,531934,SUPREMETEX,SUPREME TEX MART LTD.,Active,B ,5.0,INE651G01027,Textiles,Equity
4575,531944,SERVOTEC,SERVOTECH ENGINEERING INDUSTRIES LTD.,Active,XT,10.0,INE185D01015,Industrial Machinery,Equity
4588,531962,SHREMETAL,SHREE METALLOYS LTD.,Active,XT,10.0,INE914B01012,Finance (including NBFCs),Equity
4589,531963,UNICRSE,UNIVERSAL CREDIT &amp; SECURITIES LTD.,Active,XT,1.0,INE607F01039,Misc.Commercial Services,Equity
4594,531968,IITLPROJ,IITL PROJECTS LIMITED,Active,XT,10.0,INE786E01018,Realty,Equity
4597,531971,HARIGOV,HARI GOVIND INTERNATIONAL LTD.,Active,P ,10.0,INE167F01018,Textiles,Equity
4602,531978,AMBIKCO,AMBIKA COTTON MILLS LTD.,Active,B ,10.0,INE540G01014,Textiles,Equity
4603,531980,SENINFO,Senthil Infotek Ltd,Active,XT,10.0,INE564B01015,IT Consulting &amp; Software,Equity
4605,531982,SPECFOOD,SPECTRUM FOODS LTD.,Active,XT,10.0,INE547C01018,Other Food Products,Equity
4612,531989,DECPO,DECCAN POLYPACKS LTD.,Active,XT,10.0,INE132E01015,Containers &amp; Packaging,Equity
4613,531991,AMRAAGRI,AMRAWORLD AGRICO LTD.,Active,XT,1.0,INE735C01027,Textiles,Equity
4616,531994,AUTOPINS,AUTO PINS (INDIA) LTD.,Active,XT,10.0,INE706C01028,Auto Parts &amp; Equipment,Equity
4624,532007,SHVFL,SHREEVATSAA FINANCE &amp; LEASING LTD.,Active,XT,10.0,INE981C01019,Misc.Commercial Services,Equity
4627,532011,POOJAENT,POOJA ENTERTAINMENT AND FILMS LTD.,Active,XT,10.0,INE147C01017,Movies &amp; Entertainment,Equity
4630,532016,WELLESLEY,WELLESLEY CORPORATION LTD.,Active,XT,10.0,INE176O01011,Realty,Equity
4635,532021,SENBO,SENBO INDUSTRIES LTD.,Active,XT,10.0,INE792C01010,Pharmaceuticals,Equity
4637,532024,RBGUPTA,R.B.GUPTA FINANCIALS LTD.,Active,P ,10.0,INE056J01015,Other Financial Services,Equity
4640,532029,SINDHUTRAD,Sindhu Trade Links Limited,Active,XT,10.0,INE325D01017,Misc.Commercial Services,Equity
4644,532033,JAINSTUDIO,JAIN STUDIOS LTD.,Active,T ,10.0,INE486B01011,Broadcasting &amp; Cable TV,Equity
4645,532034,SAFALHBS,Safal Herbs Limited,Active,XT,1.0,INE880M01020,Personal Products,Equity
4646,532039,ZENOTECH,ZENOTECH LABORATORIES LTD.,Active,XT,10.0,INE486F01012,Pharmaceuticals,Equity
4648,532041,HINDBIO,HINDUSTAN BIO SCIENCES LTD.,Active,XT,10.0,INE597C01013,IT Software Products,Equity
4657,532051,SWELECTES,Swelect Energy Systems Limited-$,Active,B ,10.0,INE409B01013,Heavy Electrical Equipment,Equity
4659,532054,KDDL,KDDL LTD.-$,Active,T ,10.0,INE291D01011,Other Apparels &amp; Accessories,Equity
4661,532056,ADIEXRE,ADINATH EXIM RESOURCES LTD.,Active,XT,10.0,INE398H01015,Investment Companies,Equity
4662,532057,ABHICAP,ABHINAV CAPITAL SERVICES LTD.,Active,XT,10.0,INE516F01016,Finance (including NBFCs),Equity
4679,532081,KSERASERA,KSS Limited-$,Active,T ,1.0,INE216D01026,Movies &amp; Entertainment,Equity
4681,532083,SHKALYN,SHRI KALYAN HOLDINGS LTD.,Active,XT,10.0,INE079N01019,Misc.Commercial Services,Equity
4686,532090,VANDANA,VANDANA KNITWEAR LTD.,Active,XT,1.0,INE219M01021,Textiles,Equity
4693,532097,MUKANDENGG,MUKAND ENGINEERS LTD.,Active,B ,10.0,INE022B01014,Construction &amp; Engineering,Equity
4695,532102,SBECSUG,SBEC SUGAR LTD.,Active,XT,10.0,INE948G01019,Sugar,Equity
4697,532105,MEGFI,MEGA FIN (INDIA) LTD.,Active,P ,10.0,INE524D01015,Misc.Commercial Services,Equity
4705,532114,AREALTY,ALCHEMIST REALTY LTD.,Active,XT,2.0,INE646D01024,Realty,Equity
4711,532121,DENABANK,DENA BANK,Active,A ,10.0,INE077A01010,Banks,Equity
4713,532123,BSELINFRA,BSEL INFRASTRUCTURE REALTY LTD.,Active,B ,10.0,INE395A01016,Realty,Equity
4718,532129,HEXAWARE,HEXAWARE TECHNOLOGIES LTD.,Active,A ,2.0,INE093A01033,IT Consulting &amp; Software,Equity
4720,532134,BANKBARODA,BANK OF BARODA,Active,A ,2.0,INE028A01039,Banks,Equity
4725,532141,ANDHRACEMT,ANDHRA CEMENTS LTD.,Active,T ,10.0,INE666E01012,Cement &amp; Cement Products,Equity
4726,532143,SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA) LTD.,Active,B ,10.0,INE411D01015,Other Food Products,Equity
4727,532144,WELCORP,Welspun Corp Limited,Active,A ,5.0,INE191B01025,Construction &amp; Engineering,Equity
4731,532149,BANKINDIA,BANK OF INDIA,Active,A ,10.0,INE084A01016,Banks,Equity
4732,532150,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.,Active,B ,10.0,INE681B01017,Healthcare Facilities,Equity
4736,532154,SUNSHINE,SUN AND SHINE WORLDWIDE LTD.,Active,XT,10.0,INE560F01014,Misc.Commercial Services,Equity
4737,532155,GAIL,GAIL (INDIA) LTD.,Active,A ,10.0,INE129A01019,Utilities:Non-Elec.,Equity
4738,532156,VAIBHAVGBL,Vaibhav Global Ltd,Active,B ,10.0,INE884A01019,Internet &amp; Catalogue Retail,Equity
4743,532162,JKPAPER,JK PAPER LTD.,Active,B ,10.0,INE789E01012,Paper &amp; Paper Products,Equity
4744,532163,SAREGAMA,SAREGAMA INDIA LTD.,Active,B ,10.0,INE979A01017,Movies &amp; Entertainment,Equity
4745,532166,ALKASEC,ALKA SECURITIES LTD.,Active,XT,1.0,INE921C01031,Finance (including NBFCs),Equity
4746,532167,OMKARPH,OMKAR PHARMACHEM LTD.,Active,XT,10.0,INE501C01015,Commodity Chemicals,Equity
4750,532172,SPHEREGSL,Sphere Global Services Ltd.,Active,B ,10.0,INE737B01033,IT Consulting &amp; Software,Equity
4751,532173,CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE LTD.,Active,B ,10.0,INE214A01019,IT Software Products,Equity
4752,532174,ICICIBANK,ICICI BANK LTD.,Active,A ,2.0,INE090A01021,Banks,Equity
4753,532175,CYIENT,Cyient Limited,Active,A ,5.0,INE136B01020,IT Consulting &amp; Software,Equity
4755,532178,ENGINERSIN,ENGINEERS INDIA LTD.,Active,A ,5.0,INE510A01028,Consulting Services,Equity
4756,532179,CORPBANK,CORPORATION BANK,Active,A ,2.0,INE112A01023,Banks,Equity
4757,532180,DHANBANK,Dhanlaxmi Bank Limited,Active,B ,10.0,INE680A01011,Banks,Equity
4758,532181,GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,Active,A ,2.0,INE131A01031,Coal,Equity
4760,532183,GAYATRI,GAYATRI SUGARS LTD.,Active,XT,10.0,INE622E01023,Sugar,Equity
4762,532187,INDUSINDBK,INDUSIND BANK LTD.,Active,A ,10.0,INE095A01012,Banks,Equity
4763,532189,ITDC,INDIA TOURISM DEVELOPMENT CORPORATION LTD.,Active,B ,10.0,INE353K01014,Hotels,Equity
4776,532209,J&amp;KBANK,JAMMU &amp; KASHMIR BANK LTD.,Active,A ,1.0,INE168A01041,Banks,Equity
4777,532210,CUB,CITY UNION BANK LTD.,Active,A ,1.0,INE491A01021,Banks,Equity
4779,532212,ARCHIES,ARCHIES LTD.,Active,B ,2.0,INE731A01020,Gift Articles-Toys &amp; Cards ,Equity
4782,532215,AXISBANK,AXIS BANK LTD.,Active,A ,2.0,INE238A01034,Banks,Equity
4783,532216,HBSTOCK,HB STOCKHOLDINGS LTD.,Active,B ,10.0,INE550B01014,Finance (including NBFCs),Equity
4784,532217,SIELFNS,SIEL FINANCIAL SERVICES LTD.,Active,P ,10.0,INE027F01014,Other Financial Services,Equity
4785,532218,SOUTHBANK,SOUTH INDIAN BANK LTD.,Active,A ,1.0,INE683A01023,Banks,Equity
4786,532219,ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD.,Active,B ,10.0,INE306C01019,Electric Utilities,Equity
4788,532221,SONATSOFTW,SONATA SOFTWARE LTD.,Active,B ,1.0,INE269A01021,IT Consulting &amp; Software,Equity
4789,532230,BENGALT,BENGAL TEA &amp; FABRICS LTD.,Active,XT,10.0,INE665D01016,Textiles,Equity
4790,532234,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,Active,A ,5.0,INE139A01034,Aluminium,Equity
4793,532240,INDNIPPON,INDIA NIPPON ELECTRICALS LTD.,Active,B ,10.0,INE092B01017,Auto Parts &amp; Equipment,Equity
4796,532254,POLARIS,Polaris Consulting &amp; Services Limited,Active,A ,5.0,INE763A01023,IT Software Products,Equity
4797,532256,NSIL,NALWA SONS INVESTMENTS LTD.,Active,B ,10.0,INE023A01030,Finance (including NBFCs),Equity
4799,532259,APARINDS,APAR INDUSTRIES LTD.,Active,B ,10.0,INE372A01015,Other Elect.Equip./ Prod.,Equity
4800,532262,TCIIND,TCI INDUSTRIES LTD.,Active,XT,10.0,INE920B01019,Transportation - Logistics,Equity
4803,532268,ACCELYA,Accelya Kale Solutions Limitd,Active,B ,10.0,INE793A01012,IT Consulting &amp; Software,Equity
4806,532276,SYNDIBANK,SYNDICATE BANK,Active,A ,10.0,INE667A01018,Banks,Equity
4808,532281,HCLTECH,HCL TECHNOLOGIES LTD.,Active,A ,2.0,INE860A01027,IT Consulting &amp; Software,Equity
4809,532282,CASTEXTECH,Castex Technologies Ltd-$,Active,B ,2.0,INE068D01021,Auto Parts &amp; Equipment,Equity
4811,532285,GEOJITFSL,Geojit Financial Services Ltd,Active,B ,1.0,INE007B01023,Other Financial Services,Equity
4812,532286,JINDALSTEL,JINDAL STEEL &amp; POWER LTD.,Active,A ,1.0,INE749A01030,Iron &amp; Steel/Interm.Products,Equity
4814,532290,BLBLIMITED,BLB LTD.,Active,B ,1.0,INE791A01024,Other Financial Services,Equity
4817,532296,GLENMARK,GLENMARK PHARMACEUTICALS LTD.,Active,A ,1.0,INE935A01035,Pharmaceuticals,Equity
4820,532300,WOCKPHARMA,WOCKHARDT LTD.,Active,A ,5.0,INE049B01025,Pharmaceuticals,Equity
4821,532301,TATACOFFEE,TATA COFFEE LTD.,Active,B ,1.0,INE493A01027,Tea &amp; Coffee,Equity
4823,532305,INDSWFTLAB,IND-SWIFT LABORATORIES LTD.,Active,B ,10.0,INE915B01019,Pharmaceuticals,Equity
4825,532307,MELSTAR,MELSTAR INFORMATION TECHNOLOGIES LTD.,Active,T ,10.0,INE817A01019,IT Software Products,Equity
4827,532309,GEPIL,GE Power India Ltd,Active,B ,10.0,INE878A01011,Heavy Electrical Equipment,Equity
4828,532310,SHREERAMA,SHREE RAMA MULTI-TECH LTD.,Active,B ,5.0,INE879A01019,Containers &amp; Packaging,Equity
4831,532313,MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD.,Active,B ,10.0,INE813A01018,Realty,Equity
4833,532316,SKUMAR,S KUMARS.COM LTD.,Active,XT,10.0,INE827A01018,Internet Software &amp; Services,Equity
4835,532318,GEMINI,GEMINI COMMUNICATION LTD.,Active,T ,1.0,INE878C01033,IT Networking Equipment,Equity
4837,532321,CADILAHC,CADILA HEALTHCARE LTD.,Active,A ,1.0,INE010B01027,Pharmaceuticals,Equity
4839,532324,CINEVISTA,CINEVISTA LTD.,Active,T ,2.0,INE039B01026,Movies &amp; Entertainment,Equity
4841,532326,INTENTECH,INTENSE TECHNOLOGIES LTD.-$,Active,B ,2.0,INE781A01025,IT Software Products,Equity
4843,532329,DANLAW,DANLAW TECHNOLOGIES INDIA LTD.-$,Active,XT,10.0,INE310B01013,IT Software Products,Equity
4844,532331,AJANTPHARM,AJANTA PHARMA LTD.,Active,A ,2.0,INE031B01049,Pharmaceuticals,Equity
4845,532332,CURATECH,CURA TECHNOLOGIES LTD.,Active,B ,10.0,INE117B01012,IT Software Products,Equity
4846,532333,HBPOR,HB PORTFOLIO LTD.,Active,XT,10.0,INE638B01017,Other Financial Services,Equity
4848,532336,BARONINF,BARON INFOTECH LTD.,Active,XT,10.0,INE228B01017,IT Software Products,Equity
4851,532339,COMPUSOFT,COMPUCOM SOFTWARE LTD.-$,Active,B ,2.0,INE453B01029,IT Training Services,Equity
4852,532340,OMNIAX,OMNI AXS SOFTWARE LTD.,Active,XT,10.0,INE369B01019,IT Software Products,Equity
4853,532341,IZMO,IZMO Limited-$,Active,B ,10.0,INE848A01014,IT Consulting &amp; Software,Equity
4854,532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,Active,A ,1.0,INE494B01023,2/3 Wheelers,Equity
